"nom","Aketi","Ango","Bili (Bas-Uele)","Bondo","Buta","Ganga","Likati","Monga","Poko","Titule","Viadana","Aba","Boma Mangbetu","Doruma","Dungu","Faradje","Gombari","Isiro","Niangara","Pawa","Rungu","Wamba","Makoro","Watsa","Basankusu","Bikoro","Bolenge","Bolomba","Bomongo","Djombo","Iboko","Ingende","Irebu","Lilanga Bobangi","Lotumbe","Lukolela","Makanza","Mampoko","Mbandaka","Monieka","Ntondo","Wangata","Kambove","Kapolowe","Kikula","Kilela Balanda","Likasi","Mitwaba","Mufunga Sampwe","Panda","Kafubu","Kamalondo","Kampemba","Kasenga","Kashobwe","Katuba","Kenya","Kilwa","Kipushi","Kisanga","Kowe","Lubumbashi","Lukafu","Mumbunda","Pweto","Ruashi","Sakania","Tshamilemba","Vangu","Bukama","Butumba","Kabondo Dianda","Kinkondja","Lwamba","Malemba Nkulu","Mukanga","Mulongo","Baka","Kabongo","Kamina","Kaniama","Kayamba","Kinda","Kitenge","Songa","Adi","Adja","Angumu","Ariwara","Aru","Aungba","Biringi","Kambala","Laybo","Logo","Mahagi","Nyarambe","Rimba","Bambu","Boga","Bunia","Damas","Drodro","Fataki","Gety","Jiba","Kilo","Komanda","Linga","Lita","Lolwa","Mambasa","Mandima","Mangala","Mongbwalu","Nia Nia","Nizi","Nyankunde","Rethy","Rwampara","Tchomia","Bulape","Dekese","Ilebo","Kakenge","Luebo","Mikope","Mushenge","Mweka","Ndjoko Mpunda","Banga Lubaka","Kalonda Ouest","Kamonia","Kamwesha","Kanzala","Kitangwa","Mutena","Nyanga","Tshikapa","Bena Leka","Bena Tshadi","Bilomba","Bobozo","Bunkonde","Demba","Dibaya","Kananga","Katende","Katoka","Lubondaie","Lubunga (Kasaï-Central)","Lukonga","Mikalayi","Muetshi","Mutoto","Ndekesha","Ndesha","Tshikaji","Tshikula","Kalomba","Luambo","Luiza","Masuika","Tshibala","Yangala","Bibanga","Bipemba","Bonzola","Cilundu","Citenge","Dibindi","Diulu","Kabeya Kamwanga","Kansele","Kasansa","Lubilanji","Lukelenge","Miabi","Mpokolo","Mukumbi","Muya","Nzaba","Tshilenge","Tshishimbi","Bumbu","Kalamu 1","Kalamu 2","Kasa Vubu","Kingabwa","Kisenso","Lemba","Limete","Makala","Matete","Ngaba","Ngiri Ngiri","Biyela","Kikimi","Kimbanseke","Kingasani","Maluku 1","Maluku 2","Masina 1","Masina 2","Ndjili","Nsele","Bandalungwa","Barumbu","Binza Meteo","Binza Ozone","Gombe","Kinshasa","Kintambo","Kokolo","Lingwala","Mont Ngafula 1","Mont Ngafula 2","Police","Selembao","Boma","Boma Bungu","Kangu","Kinkonzi","Kitona","Kizu","Kuimba","Lukula","Muanda","Tshela","Vaku","Inga","Kibunzi","Luozi","Mangembo","Matadi","Nsona Mpangu","Nzanza","Seke Banza","Boko Kivulu","Gombe Matadi","Kimpangu","Kimpese","Kimvula","Kisantu","Kwilu Ngongo","Massa","Mbanza Ngungu","Ngidinga","Nselo","Sona Bata","Kahemba","Kajiji","Kisanji","Panzi","Tembo","Boko","Feshi","Kasongo Lunda","Kenge","Kimbao","Kitenda","Mwela Lembwa","Popokabaka","Wamba Lwadi","Bagata","Bandundu","Djuma","Kikongo","Sia","Vanga","Bulungu","Gungu","Idiofa","Ipamu","Kikwit Nord","Kikwit Sud","Kimputu","Kingandu","Koshibanda","Lusanga","Masi Manimba","Moanza","Mokala","Mosango","Mukedi","Mungindu","Pay Kongila","Yasa Bonga","Kabinda","Kalambayi Kabanga","Kalonda Est","Kamana","Lubao","Ludimbi Lukula","Mulumba","Ngandajika","Tshofa","Kalenda","Kamiji","Kanda Kanda","Luputa","Makota","Mweneditu","Wikong","Dilolo","Kafakumba","Kalamba","Kapanga","Kasaji","Sandoa","Bunkeya","Dilala","Fungurume","Kanzenze","Lualaba","Lubudi","Manika","Mutshatsha","Banzow Moke","Inongo","Kiri","Mimia","Ntandembelo","Oshwe","Pendjwa","Yumbi","Bokoro","Bolobo","Bosobe","Kwamouth","Mushie","Nioki","Kabambare","Kampene","Kasongo","Kibombo","Kunda","Lusangi","Saramabila","Tunda","Alunguli","Kailo","Kalima","Kindu","Pangi","Samba","Ferekeni","Lubutu","Obokote","Punia","Bumba","Lolo","Yamaluka","Yambuku","Yamongili","Binga","Bongandanga","Boso Manzi","Boso Mondanda","Bosondjo","Lisala","Pimu","Alimbongo","Beni","Biena","Butembo","Kalunguta","Kamango","Katwa","Kyondo","Lubero","Mabalako","Manguredjipa","Masereka","Musienene","Mutwanga","Oicha","Vuhovi","Bambo","Binza","Birambizo","Goma","Itebero","Karisimbi","Katoyi","Kayna","Kibirizi","Kibua","Kirotshe","Masisi","Mweso","Nyiragongo","Pinga","Rutshuru","Rwanguba","Walikale","Abuzi","Bili (Nord-Ubangi)","Bosobolo","Businga","Gbadolite","Karawa","Loko","Mobayi Mbongo","Wapinda","Wasolo","Yakoma","Bena Dibele","Djalo Ndjeka","Katako Kombe","Kole","Lodja","Lomela","Lusambo","Omendjadi","Ototo","Tshudi Loto","Vanga Kete","Dikungu","Minga","Pania Mutombo","Tshumbe","Wembo Nyama","Bagira","Bunyakiri","Ibanda","Idjwi","Kabare","Kadutu","Kalehe","Kalole","Kalonge","Kamituga","Kaniola","Katana","Kaziba","Kitutu","Lulingu","Minova","Miti Murhesa","Mubumbano","Mulungu","Mwana","Mwenga","Nyangezi","Nyantende","Shabunda","Walungu","Fizi","Haut Plateau","Itombwe","Kimbi Lulenge","Lemera","Minembwe","Nundu","Ruzizi","Uvira","Bangabola","Bogosenubea","Bokonzi","Bominenge","Boto","Budjala","Bulu","Bwamanda","Gemena","Kungu","Libenge","Mawuya","Mbaya","Ndage","Tandala","Zongo","Bafwagbogbo","Bafwasende","Banalia","Bengamisa","Kabondo","Lowa","Lubunga (Tshopo)","Makiso Kisangani","Mangobo","Opala","Opienge","Tshopo","Ubundu","Wanierukula","Yahisuli","Yakusu","Yaleko","Basali","Basoko","Isangi","Yabaondo","Yahuma","Yalimbongo","Befale","Boende","Djolu","Lingomo","Mompono","Monkoto","Wema","Bokungu","Busanga","Ikela","Mondombe","Yalifafu","Ankoro","Kabalo","Kalemie","Kansimba","Kiambi","Kongolo","Manono","Mbulula","Moba","Nyemba","Nyunzu"
"Aketi",0,738.5,690.1,421.7,236.2,510.3,309.9,502.1,606.8,442,739.1,1225.3,930.9,1195.9,992.5,1124.2,1123.9,836,895,865.5,905.9,1001.5,1261.7,1240.1,1412.2,1754,2027,1481.5,1371,844.1,1574,1447.2,2445.7,2035,1428.5,2440.9,1549.5,1477.1,2051.7,1271.5,2361.1,2039.1,2928.3,2968.8,2935.7,3059.3,2930,2684.7,2807.1,2940.9,3137,3022.7,3027.4,3087.4,3093.3,3027.3,3035.9,2988.3,3054.8,3030.4,2811.9,3019.2,3057.2,3023.5,2620.6,3027.8,3221.5,3019.2,2946.8,2578.3,2852.5,2581.5,2655.7,2555,2592.9,2659.2,2588.9,2534.2,2403.9,2500.6,2391.3,2400.8,2606.9,2339.9,2504.4,1343.8,1364.2,1561.1,1331.7,1407.6,1435.9,1394.2,1481.1,1286.6,1517.6,1488.6,1512.7,1514.2,1504.3,1489.9,1453.4,1388.7,1511.3,1546.4,1512.1,1575.9,1492.2,1414.3,1587.6,1484.9,1353.9,1144.3,1664.6,1514.2,1524,1085.3,1477.1,1418.4,1529.3,1461,1511,2406,2113.2,2345.1,2240.9,2311.6,2855.5,2293.9,2255.3,2379.9,2662.3,2458.6,2517.8,2402.4,2455.2,2644.2,2522.8,2498.2,2478.5,2163,1944.4,2286.6,2210.2,2279.2,2223.6,2333.7,2159.1,2129,2193.5,2387.2,2223.4,2171.7,2235.6,2033.8,2238.3,2258.2,2220.4,2207.7,2247.2,2446.6,2444.9,2498,2489.3,2377,2471,2230.6,2212.8,2209.6,2281.1,2204.4,2205.9,2208.5,2243.6,2206.7,2216.1,2203.1,2212.4,2285.5,2218.9,2265.2,2211.8,2219,2211.4,2228.7,2972.9,2967.1,2968.4,2968.9,2970.1,2971.2,2969.4,2964,2969.2,2963.5,2967.7,2970.6,2968.1,2961.9,2971.5,2958.8,2963.8,2883.7,2963.4,2961,2963.3,2967.6,2971.3,2969.8,2980.9,2980.6,2972.3,2967.5,2972.3,2974.1,2969.4,2998,2990.5,2956.9,2972,3296.9,3299.3,3364.4,3238.5,3354,3305.5,3366.2,3329,3348.4,3329.6,3347.3,3254.8,3214.8,3201.2,3104.9,3211.4,3189.9,3210.5,3312.5,3108.1,3184.3,3196.6,3158.1,3316.7,3057.3,3121.2,3024.8,3085.9,3205.5,3205.4,3071.3,3041.2,3012.6,2805.6,3133.6,3432.8,2954.3,2963.9,3250.8,2876,3058.1,3317,3109.4,3409,3136.3,2716.1,2658.7,2878.7,2749.6,2829.1,2870.7,2847,2715,2707.2,2887,2738.3,2738.4,2862,2876.1,2665.5,2797.8,2867.2,2961.3,3024.6,2818.7,2575.9,2733.6,2911.8,2893.4,2114,2238.2,2254.5,2157.5,2032.5,2130.3,2193.3,2234.7,2124.4,2372,2337.8,2257.2,2327.3,2270.5,2293.1,2447.9,2850.7,2722.8,2530.7,2618,2882.9,2889.5,2987.8,2846,2854.3,2793.1,2863.4,2692.6,2816.2,2881.2,2154.7,1950.6,1978.2,2204.3,2287.6,2575,1717.1,2412.8,NA,2504.9,2648.2,2747,2393.6,2509.5,1982.2,1753.6,1789.7,1769.6,1812.1,1902.6,1898.6,1833.1,1564.2,1689.1,1603.5,1587,1693,1841.2,1285.1,1089.6,1090.9,1360.6,234.4,109.8,319.9,399.9,249,603.9,786.7,561.7,880.4,1034.2,452.8,680.6,1621.6,1382.6,1508.4,1426.2,1389.9,1480.6,1423.4,1478,1504,1366.3,1527.5,1467.8,1485.8,1465.1,1428.7,1434.1,1516.9,1518.2,1467.4,1404.4,1257.3,1401.1,1416.9,1544.8,1555.3,1276.1,1383.6,1354.3,1491.4,1426.4,1415.2,1451.9,1480.8,1164.3,630.5,888.4,837.6,714.2,739,729.4,701.3,686.1,421.7,538.9,555.2,1821.2,1763.3,1658,1867,1721.9,1418.3,2136.4,1598.7,1766.2,1602.4,1738.9,1856.8,2023.5,2229.6,1946.1,1963.7,1498.6,1376.6,1500.7,NA,1528.3,1498.8,1522.1,1824.2,1507.5,1757.1,1601.3,1538.8,1613,1775.6,1828.4,1422.6,1486.4,1574.1,1692.3,1610.1,1680.7,1520.2,1516.6,1718.6,1547.7,1774.4,1640.1,1837.5,1897.8,1583.9,1816,1686.4,1568.4,1604.8,896.2,821.6,1007.1,766.7,1032.3,786,704,870.3,807.8,920.4,961.9,972.6,733.1,702.7,858.4,1013.5,607.9,958.4,560.2,638.3,763.6,1322.1,776.9,720.6,715.8,1097.8,1137.1,748.9,912.4,862.3,942.9,661.7,906.5,674.1,338.5,683.3,682.8,761.5,182.6,1120.5,1247.5,892.5,895,1047.8,1532.7,1494.8,1106.6,1254.9,1225.3,1283.7,1253,2473.2,2259.9,2234.2,2453.8,2366.2,2191,2464.1,2097,2676.4,1985.4,2193.8
"Ango",738.3,0,431,738.7,502.1,428.4,833,742.4,525,439.5,657.3,1074.8,849.1,550,841.9,973.6,1042,754.2,748.5,783.7,824.1,919.6,1111.2,1122.6,2149.9,2491.6,2764.7,2219.1,1969.7,1574.5,2311.7,2184.9,3183.4,2772.7,2166.2,3178.6,2287.1,2075.9,2789.3,2009.2,3098.7,2776.8,3233.6,3274.1,3241,3364.6,3235.3,2906.4,3028.9,3246.2,3442.3,3328.1,3332.7,3299.5,3305.4,3332.6,3341.2,3200.5,3360.2,3335.7,3118.4,3324.6,3279,3328.9,2832.8,3333.2,3433.6,3324.5,3252.2,2884.8,3159,2888,2941.6,2861.4,2859.7,2881,2810.6,2840.7,2710.4,2807,2697.8,2707.3,2913.4,2646.4,2810.9,1193.2,1213.6,1410.6,1181.1,1257,1285.4,1243.7,1344.7,1136,1367,1338.1,1362.1,1366.2,1390.5,1408.1,1371.6,1271.2,1429.4,1420.1,1430.3,1464.9,1386.9,1332.5,1438.5,1403,1272,1062.5,1582.7,1396.7,1406.5,1087.2,1395.3,1336.6,1389.7,1379.1,1429.2,2827.3,2534.5,2766.4,2662.2,2732.9,3276.8,2715.2,2676.6,2801.2,3083.6,2879.9,2939.1,2823.7,2876.5,3065.5,2944.1,2919.5,2899.8,2584.3,2365.7,2707.9,2631.5,2700.5,2644.9,2669.3,2580.4,2550.3,2614.8,2769,2626,2593,2656.9,2455.1,2659.6,2679.5,2641.7,2629,2668.5,2867.9,2866.2,2845,2885,2798.3,2777.5,2537.1,2519.3,2516.1,2587.6,2510.9,2512.4,2515,2600.9,2513.2,2522.6,2509.6,2518.9,2592,2525.4,2571.6,2518.3,2525.5,2517.9,2535.2,3524.3,3518.6,3519.8,3520.4,3521.6,3522.7,3520.9,3515.5,3520.7,3515,3519.2,3522.1,3519.6,3513.4,3523,3510.2,3515.2,3435.2,3514.9,3512.5,3514.8,3519.1,3522.7,3521.3,3532.4,3532.1,3523.8,3519,3523.8,3525.6,3520.8,3549.5,3542,3508.4,3523.5,3814.3,3816.8,3767,3641.2,3822.5,3708.2,3768.8,3764.8,3785.2,3732.2,3749.9,3727.9,3617.5,3603.8,3507.5,3762.9,3741.4,3762,3758.5,3659.6,3586.9,3748.1,3671.9,3738,3608.8,3672.7,3576.3,3637.3,3757,3756.9,3622.8,3462.5,3433.9,3226.9,3554.9,3854.1,3409.4,3385.2,3672.2,3340.9,3479.4,3738.3,3530.7,3932.1,3557.6,3432.2,3396.4,3354.5,3487.2,3453.1,3292,3268.3,3136.3,3128.5,3308.3,3159.6,3159.7,3283.3,3297.4,3086.8,3219.2,3288.5,3382.6,3445.9,3240,2997.2,3154.9,3333.1,3352.6,2420.5,2544.7,2560.9,2464,2339,2436.8,2499.7,2541.2,2430.8,2678.5,2644.2,2563.7,2633.8,2577,2599.6,2754.4,3255.5,3029.3,2837.2,3013.7,3189.4,3294.3,3209.5,3152.5,3160.8,3099.6,3169.9,2999.1,3122.7,3187.7,2892.4,2688.3,2715.8,2942,3025.3,3312.7,2454.8,3150.5,NA,3242.6,3385.9,3484.7,3131.3,3247.1,2194.4,2060.1,2096.2,2076.1,2118.6,2207.1,2177.9,2139.6,1870.7,1995.6,1910,1893.5,1999.5,2147.7,1591.6,1396.1,1397.4,1667.1,964.8,848,1050.2,1077.3,979.4,1334.3,1517.1,1265.5,1610.8,1771.8,1183.2,1410.9,1539.8,1300.8,1426.6,1344.4,1308.1,1398.8,1341.6,1396.2,1422.2,1284.5,1445.7,1385.9,1403.9,1383.2,1346.8,1352.3,1537.5,1567.3,1592.1,1566.3,1563.8,1567.5,1677.8,1462.9,1499.9,1582.6,1584.8,1659.1,1595.7,1562.7,1622.5,1522.9,1547.3,1470.8,1058.1,1261.9,1170.3,1283.8,1057,1265.5,1234.1,963.4,862.1,902.3,890.2,2242.5,2184.6,2079.3,2288.3,2143.2,1839.6,2527.8,2020,2187.5,2023.7,2160.2,2254.2,2330,2536.1,2252.6,2270.2,1726.4,1683.1,1719.7,NA,1757.9,1722.3,1708.8,2048.7,1814,1981.6,1825.8,1793.4,1834.9,2000,2118,1609.3,1746.7,1798.6,1916.8,1832,1905.2,1742.1,1738.5,2025.1,1772.2,1986.5,1852.3,2049.6,2110,1796.1,2028.2,1898.5,1780.5,1816.9,1525.4,1357.8,1621.8,1302.8,1631.1,1485.6,1434.4,1406.5,1362.3,1546.4,1393,1508.8,1381.1,1316.2,1394.6,1444.6,914.4,1204.4,866.7,944.8,1070.1,1628.6,1083.4,1027.1,1022.3,1519.1,1290.8,1055.4,1218.9,1168.8,1364.2,1091.8,1327.8,1390.2,1076.8,1204.5,1254.4,1499.2,920.9,1858.2,1985.2,1630.2,1632.7,1785.5,2270.4,2232.4,1844.3,1938.4,1646.6,1781.5,1743.8,2779.7,2557.2,2446.3,2665.9,2578.3,2497.5,2701,2401.5,2888.5,2197.5,2468.5
"Bili (Bas-Uele)",690.1,431,0,510.4,464,390.3,604.7,590.8,486.8,401.3,619.1,1105.4,810.9,981.1,872.5,1004.2,1003.9,716,775,745.5,785.9,881.5,1141.7,1120.1,2111.7,2453.5,2726.6,2181,1822,1515.7,2273.5,2146.7,3145.2,2734.6,2128,3140.4,2249,1928.2,2751.2,1971,3060.6,2738.6,3195.4,3235.9,3202.9,3326.5,3197.2,2868.2,2990.7,3208,3404.2,3289.9,3294.5,3261.3,3267.3,3294.5,3303.1,3162.3,3322,3297.5,3080.3,3286.4,3240.8,3290.7,2794.6,3295,3395.4,3286.4,3214,2846.6,3120.8,2849.8,2903.5,2823.3,2821.5,2842.8,2772.5,2802.5,2672.2,2768.9,2659.6,2669.1,2875.2,2608.2,2772.7,1223.8,1244.2,1441.1,1211.7,1287.6,1316,1274.2,1361.1,1166.6,1397.6,1368.6,1392.7,1394.2,1384.3,1369.9,1333.4,1268.8,1391.3,1426.4,1392.1,1455.9,1372.2,1294.3,1467.6,1364.9,1233.9,1024.3,1544.6,1394.2,1404,1049,1357.1,1298.5,1409.3,1341,1391,2789.2,2496.3,2728.2,2624,2694.7,3238.6,2677.1,2638.4,2763,3045.4,2841.7,2900.9,2785.5,2838.4,3027.4,2905.9,2881.3,2861.6,2546.1,2327.5,2669.7,2593.4,2662.3,2606.8,2631.2,2542.3,2512.2,2576.6,2730.8,2587.8,2554.8,2618.7,2416.9,2621.4,2641.3,2603.5,2590.8,2630.4,2829.7,2828,2806.8,2846.8,2760.2,2739.3,2498.9,2481.2,2477.9,2549.4,2472.7,2474.2,2476.9,2562.8,2475,2484.4,2471.5,2480.7,2553.8,2487.3,2533.5,2480.1,2487.3,2479.7,2497,3486.2,3480.4,3481.7,3482.2,3483.4,3484.5,3482.8,3477.3,3482.5,3476.8,3481.1,3483.9,3481.4,3475.2,3484.8,3472.1,3477.1,3397,3476.7,3474.3,3476.6,3481,3484.6,3483.1,3494.2,3493.9,3485.6,3480.8,3485.6,3487.4,3482.7,3511.4,3503.9,3470.2,3485.3,3695,3697.4,3647.7,3521.8,3703.2,3588.8,3649.5,3645.5,3665.9,3612.9,3630.6,3608.5,3498.2,3484.5,3388.2,3661.4,3640.2,3660.8,3639.1,3621.5,3467.6,3709.9,3552.6,3699.9,3570.6,3624.9,3538.1,3556.2,3718.8,3718.7,3584.6,3424.3,3395.7,3188.8,3516.8,3815.9,3371.2,3347.1,3634,3302.7,3441.2,3700.1,3492.5,3894,3519.4,3394,3358.2,3316.4,3449.1,3414.9,3253.9,3230.1,3098.1,3090.3,3270.1,3121.4,3121.6,3245.1,3259.2,3048.6,3181,3250.3,3344.5,3407.7,3201.9,2959.1,3116.7,3294.9,3314.4,2382.3,2506.5,2522.8,2425.9,2300.8,2398.6,2461.6,2503,2392.7,2640.3,2606.1,2525.6,2595.7,2538.9,2561.4,2716.2,3217.3,2991.2,2799,2975.6,3151.3,3256.1,3171.3,3114.3,3122.6,3061.5,3131.8,2960.9,3084.5,3149.5,2854.2,2650.1,2677.7,2903.9,2987.1,3274.5,2416.6,3112.3,NA,3204.4,3347.7,3446.5,3093.1,3209,2156.2,2021.9,2058.1,2037.9,2080.4,2169,2139.7,2101.4,1832.5,1957.4,1871.8,1855.3,1961.3,2109.5,1553.5,1358,1359.2,1629,916.6,799.8,1002,954.1,931.2,1275.5,1458.3,1117.8,1552,1733.1,1124.4,1352.1,1501.6,1262.6,1388.4,1306.2,1270,1360.6,1303.4,1358,1384,1246.3,1407.5,1347.8,1365.8,1345.1,1308.7,1314.1,1499.3,1529.1,1554,1528.1,1525.7,1529.3,1639.6,1424.8,1461.7,1544.5,1546.6,1620.9,1557.5,1524.5,1584.3,1484.8,1509.1,1432.6,852.6,1114.1,1022.6,1136,909.3,1117.7,1086.3,815.6,633.8,696.8,684.7,2204.4,2146.4,2041.2,2250.1,2105.1,1801.5,2489.6,1981.8,2149.4,1985.5,2122,2216,2291.8,2498,2214.4,2232,1688.2,1645,1681.5,NA,1719.8,1684.2,1670.6,2010.5,1775.8,1943.4,1787.6,1755.3,1796.7,1961.9,2079.8,1571.1,1708.5,1760.4,1878.6,1793.8,1867,1704,1700.4,1986.9,1734,1948.3,1814.1,2011.4,2071.8,1757.9,1990,1860.3,1742.3,1778.8,1377.6,1210,1474,1155,1483.4,1337.9,1297.7,1258.7,1214.6,1398.7,1245.3,1361,1233.3,1168.5,1246.8,1296.9,876.2,1166.3,828.6,906.6,1031.9,1590.4,1045.3,988.9,984.1,1480.9,1252.6,1017.2,1180.7,1130.7,1326.1,1053.7,1289.6,1352,1028.6,1166.4,1216.2,1461,872.7,1820.1,1947,1592,1594.6,1747.3,2232.2,2194.3,1806.1,1900.2,1608.4,1743.3,1705.6,2741.5,2519.1,2408.2,2627.8,2540.2,2459.3,2662.8,2363.4,2850.3,2159.3,2430.3
"Bondo",421.7,738.8,510.5,0,448.3,698,336.3,305,794.5,654.1,926.8,1413.1,1118.6,1288.8,1180.2,1311.9,1311.6,1023.7,1082.7,1053.2,1093.6,1189.2,1449.5,1427.9,1833.9,2175.7,2448.8,1903.2,1536.2,1229.9,1995.7,1868.9,2867.4,2456.8,1850.2,2862.6,1971.2,1642.4,2473.4,1693.2,2782.8,2460.8,3140.4,3180.9,3147.8,3271.4,3142.2,2896.8,3019.3,3153,3349.1,3234.9,3239.5,3299.6,3305.4,3239.4,3248.1,3200.5,3267,3242.5,3024.1,3231.4,3269.4,3235.7,2832.8,3240,3433.7,3231.3,3159,2790.4,3064.6,2793.6,2867.8,2767.1,2805,2871.4,2801,2746.3,2616,2712.7,2603.4,2612.9,2819,2552,2716.5,1531.5,1551.9,1748.8,1519.4,1595.3,1623.7,1581.9,1668.8,1474.3,1705.3,1676.3,1700.4,1701.9,1692,1677.6,1641.1,1576.5,1699,1734.1,1699.8,1763.6,1679.9,1602,1775.3,1672.6,1541.6,1332,1852.3,1701.9,1711.8,1297.5,1664.8,1606.2,1717.1,1648.7,1698.8,2733,2440.1,2672,2567.8,2638.5,3182.4,2620.9,2582.2,2706.8,2989.2,2785.5,2844.7,2729.3,2782.2,2971.2,2849.7,2825.1,2805.5,2489.9,2271.3,2613.5,2537.2,2606.1,2550.6,2575,2486.1,2456,2520.4,2674.6,2531.6,2498.6,2562.5,2360.7,2565.2,2585.1,2547.3,2534.6,2574.2,2773.5,2771.8,2750.6,2790.6,2704,2683.1,2442.7,2425,2421.7,2493.2,2416.5,2418,2420.7,2506.6,2418.8,2428.2,2415.3,2424.5,2497.6,2431.1,2477.3,2423.9,2431.1,2423.5,2440.8,3350.8,3354.6,3353.9,3353,3360.3,3359.5,3351.3,3354.2,3351.3,3354.4,3351.3,3352.4,3366.7,3364.9,3366.6,3358.4,3385.5,3305.4,3358.8,3360.8,3358.1,3383.6,3352.9,3357,3350.4,3353.8,3356.9,3354.2,3354,3357.4,3354.5,3381,3352.1,3359.7,3349.4,3409.2,3411.7,3361.9,3236.1,3417.4,3303.1,3363.7,3359.7,3380.1,3327.1,3344.8,3322.8,3212.4,3198.7,3102.4,3375.6,3354.4,3375,3353.4,3285.1,3181.8,3387.3,3266.8,3576.7,3291.2,3339.1,3418,3270.4,3434.3,3434.3,3348.5,3368.1,3339.5,3132.6,3460.6,3759.7,3315,3290.9,3577.8,3246.5,3385,3644,3436.3,3837.8,3463.2,3137.8,3080.4,3260.2,3171.3,3250.8,3197.7,3173.9,3041.9,3034.1,3213.9,3065.2,3065.4,3188.9,3203,2992.4,3124.8,3194.1,3288.3,3351.5,3145.7,2902.9,3060.5,3238.7,3258.2,2326.1,2450.3,2466.6,2369.7,2244.6,2342.4,2405.4,2446.8,2336.5,2584.1,2549.9,2469.4,2539.5,2482.7,2505.2,2660,3161.1,2935,2742.8,2919.4,3095.1,3199.9,3199.9,3058.1,3066.4,3005.3,3075.6,2904.8,3028.3,3093.3,2576.4,2372.3,2399.9,2626.1,2709.3,2996.7,2138.8,2834.5,NA,2926.7,3069.9,3168.7,2815.4,2931.2,2194.4,1965.8,2001.9,1981.7,2024.2,2114.7,2110.7,2045.2,1776.3,1901.2,1815.7,1799.1,1905.1,2053.3,1497.3,1301.8,1303,1572.8,648.2,531.5,733.7,668.3,662.8,989.7,1172.5,832,1266.2,1447.3,838.6,1066.4,1809.3,1570.3,1696.1,1613.9,1577.7,1668.3,1611.1,1665.7,1691.7,1554,1715.2,1655.5,1673.5,1652.8,1616.4,1621.8,1729.1,1730.3,1679.5,1616.6,1469.5,1613.3,1629,1732.5,1767.4,1488.3,1595.7,1566.5,1703.5,1638.6,1627.3,1664,1692.9,1376.4,566.8,828.4,736.8,850.3,623.5,832,800.6,529.9,365.4,411,398.9,2148.2,2090.2,1985,2193.9,2048.9,1745.3,2433.4,1925.6,2093.2,1929.3,2065.8,2159.8,2235.7,2441.8,2158.2,2175.8,1710.7,1588.8,1712.9,NA,1740.4,1710.9,1734.2,2036.3,1719.6,1969.3,1813.4,1751,1825.1,1987.7,2040.6,1634.7,1698.5,1786.2,1904.4,1822.2,1892.8,1732.4,1728.7,1930.7,1759.8,1986.5,1852.3,2049.6,2110,1796.1,2028.2,1898.5,1780.5,1816.9,1091.9,924.2,1188.2,869.3,1197.6,1052.1,1012,973,928.8,1112.9,959.5,1075.2,947.6,882.7,961,1011.1,820,1170.5,772.4,850.4,975.7,1534.2,989.1,932.7,927.9,1424.7,1349.2,961,1124.5,1074.5,1269.9,997.5,1233.4,1095.8,760.3,1105,1104.5,1183.2,604.4,1542.3,1669.2,1314.2,1327.9,1469.5,1954.4,1916.5,1528.3,1676.6,1552.2,1687.1,1649.4,2685.3,2472,2446.3,2665.9,2578.3,2403.1,2676.2,2309.1,2888.5,2197.5,2405.9
