nom,date,min_minutes_to_active_zone
Walungu,2026-05-26,61.31
Haut Plateau,2026-05-26,183.033
Kaniola,2026-05-26,89.54
Kalonge,2026-05-26,64.418
Bunyakiri,2026-05-26,80.118
Uvira,2026-05-26,158.01
Kitutu,2026-05-26,300.705
Kamituga,2026-05-26,218.24
Itombwe,2026-05-26,326.114
Minembwe,2026-05-26,327.593
Nundu,2026-05-26,220.864
Ruzizi,2026-05-26,126.882
Lemera,2026-05-26,125.666
Fizi,2026-05-26,341.46
Shabunda,2026-05-26,385.56
Lulingu,2026-05-26,356.995
Kalole,2026-05-26,317.261
Mwenga,2026-05-26,147.161
Mulungu,2026-05-26,202.36
Bagira,2026-05-26,29.803
Kadutu,2026-05-26,32.752
Ibanda,2026-05-26,34.232
Katana,2026-05-26,22.804
Lualaba,2026-05-26,1726.743
Kafakumba,2026-05-26,1397.578
Kanzenze,2026-05-26,1531.284
Kasaji,2026-05-26,1718.377
Dilolo,2026-05-26,1652.106
Sandoa,2026-05-26,1590.796
Kalamba,2026-05-26,1297.366
Lubudi,2026-05-26,1657.832
Bunkeya,2026-05-26,1310.225
Fungurume,2026-05-26,1397.999
Kambove,2026-05-26,1372.605
Lubumbashi,2026-05-26,1478.178
Kisanga,2026-05-26,1515.2
Katuba,2026-05-26,1518.865
Mumbunda,2026-05-26,1495.526
Kipushi,2026-05-26,1505.074
Sakania,2026-05-26,1784.732
Kafubu,2026-05-26,1527.373
Kilela Balanda,2026-05-26,1450.958
Manika,2026-05-26,1454.642
Vangu,2026-05-26,1476.576
Kowe,2026-05-26,1475.465
Mitwaba,2026-05-26,1070.604
Gombe,2026-05-26,2290.386
Minova,2026-05-26,79.09
Kalehe,2026-05-26,49.147
Miti Murhesa,2026-05-26,254.414
Idjwi,2026-05-26,
Aba,2026-05-26,133.775
Masina 2,2026-05-26,2277.658
Kapanga,2026-05-26,1410.693
Dilala,2026-05-26,1651.828
Mutshatsha,2026-05-26,1681.666
Kikula,2026-05-26,1343.101
Kimbi Lulenge,2026-05-26,394.767
Ferekeni,2026-05-26,566.382
Wapinda,2026-05-26,993.204
Likasi,2026-05-26,1354.124
Kasenga,2026-05-26,1595.608
Ntandembelo,2026-05-26,1928.474
Yumbi,2026-05-26,2053.271
Tshudi Loto,2026-05-26,1165.001
Kiri,2026-05-26,1804.323
Busanga,2026-05-26,1090.309
Yalifafu,2026-05-26,1007.584
Dekese,2026-05-26,1333.704
Mimia,2026-05-26,1936.98
Makanza,2026-05-26,1561.488
Bomongo,2026-05-26,1760.375
Mampoko,2026-05-26,1561.488
Pendjwa,2026-05-26,1652.04
Bokungu,2026-05-26,1140.392
Wema,2026-05-26,1392.946
Befale,2026-05-26,1188.507
Lotumbe,2026-05-26,1603.592
Monkoto,2026-05-26,1467.044
Djombo,2026-05-26,1306.672
Bongandanga,2026-05-26,1098.97
Lingomo,2026-05-26,1016.541
Basankusu,2026-05-26,1398.628
Boende,2026-05-26,1281.159
Mompono,2026-05-26,1048.543
Monieka,2026-05-26,1312.39
Banzow Moke,2026-05-26,1787.373
Inongo,2026-05-26,1733.826
Wangata,2026-05-26,1691.122
Bolenge,2026-05-26,1684.41
Bolomba,2026-05-26,1531.434
Ingende,2026-05-26,1502.005
Iboko,2026-05-26,1569.414
Irebu,2026-05-26,1987.309
Mbandaka,2026-05-26,1697.204
Lukolela,2026-05-26,1966.042
Bikoro,2026-05-26,1629.052
Ntondo,2026-05-26,1934.399
Lilanga Bobangi,2026-05-26,1689.457
Wembo Nyama,2026-05-27,894.588
Kole,2026-05-27,1164.124
Pania Mutombo,2026-05-27,1033.837
Minga,2026-05-27,1017.356
Lusambo,2026-05-27,1171.956
Dikungu,2026-05-27,1010.232
Vanga Kete,2026-05-27,978.745
Lodja,2026-05-27,976.012
Omendjadi,2026-05-27,1022.676
Djalo Ndjeka,2026-05-27,869.747
Katako Kombe,2026-05-27,745.91
Bena Dibele,2026-05-27,1074.774
Kamiji,2026-05-27,1091.66
Citenge,2026-05-27,1012.946
Miabi,2026-05-27,1081.922
Ngandajika,2026-05-27,1018.263
Mulumba,2026-05-27,1001.705
Tshilenge,2026-05-27,1009.086
Cilundu,2026-05-27,1079.028
Lubao,2026-05-27,728.155
Kalonda Est,2026-05-27,892.066
Kabinda,2026-05-27,894.062
Ludimbi Lukula,2026-05-27,903.717
Kalambayi Kabanga,2026-05-27,995.594
Makota,2026-05-27,1096.446
Mweneditu,2026-05-27,1093.867
Wikong,2026-05-27,1181.946
Luputa,2026-05-27,1125.778
Kanda Kanda,2026-05-27,1056.526
Bonzola,2026-05-27,1025.521
Dibindi,2026-05-27,1021.749
Kansele,2026-05-27,1024.287
Muya,2026-05-27,1027.038
Diulu,2026-05-27,1026.853
Bipemba,2026-05-27,1029.088
Mpokolo,2026-05-27,1032.563
Nzaba,2026-05-27,1031.964
Kabeya Kamwanga,2026-05-27,1088.883
Mukumbi,2026-05-27,1063.607
Lukelenge,2026-05-27,1027.003
Tshishimbi,2026-05-27,1042.132
Lubilanji,2026-05-27,1022.375
Kamana,2026-05-27,754.383
Kasansa,2026-05-27,1022.247
Bibanga,2026-05-27,961.202
Kalenda,2026-05-27,1162.295
Tshofa,2026-05-27,814.892
Pimu,2026-05-27,1385.874
Nyanga,2026-05-27,1516.502
Kalonda Ouest,2026-05-27,1463.934
Kamonia,2026-05-27,1511.097
Mutena,2026-05-27,1475.032
Banga Lubaka,2026-05-27,1597.054
Kamwesha,2026-05-27,1405.315
Mweka,2026-05-27,1451.404
Moba,2026-05-27,948.036
Bogosenubea,2026-05-27,1626.568
Muanda,2026-05-27,2821.208
Kitona,2026-05-27,2846.946
Boma,2026-05-27,2735.228
Boma Bungu,2026-05-27,2731.474
Seke Banza,2026-05-27,2701.59
Inga,2026-05-27,2673.39
Lukula,2026-05-27,2802.873
Tshela,2026-05-27,2845.499
Vaku,2026-05-27,2797.686
Kizu,2026-05-27,2835.126
Kibunzi,2026-05-27,2682.782
Luozi,2026-05-27,2629.592
Kimpangu,2026-05-27,2495.988
Ngidinga,2026-05-27,2477.146
Boko Kivulu,2026-05-27,2434.859
Mbanza Ngungu,2026-05-27,2439.311
Kwilu Ngongo,2026-05-27,2463.844
Kisantu,2026-05-27,2413.256
Mikope,2026-05-27,1673.228
Oshwe,2026-05-27,2228.596
Bosobe,2026-05-27,2229.482
Bokoro,2026-05-27,2150.58
Masi Manimba,2026-05-27,1946.486
Yasa Bonga,2026-05-27,1971.173
Idiofa,2026-05-27,1746.009
Ipamu,2026-05-27,1850.893
Koshibanda,2026-05-27,1721.341
Kingandu,2026-05-27,1840.053
Bulungu,2026-05-27,1845.425
Bagata,2026-05-27,2019.286
Bandundu,2026-05-27,2149.21
Kajiji,2026-05-27,1914.568
Kikwit Nord,2026-05-27,1776.14
Lusanga,2026-05-27,1795.01
Feshi,2026-05-27,1988.462
Wamba Lwadi,2026-05-27,2096.527
Panzi,2026-05-27,2007.367
Tembo,2026-05-27,2222.17
Moanza,2026-05-27,1946.053
Kimbao,2026-05-27,2092.984
Kenge,2026-05-27,2013.004
Boko,2026-05-27,2079.842
Viadana,2026-05-27,538.341
Poko,2026-05-27,583.795
Basali,2026-05-27,881.167
Basoko,2026-05-27,923.461
Bengamisa,2026-05-27,718.089
Yakusu,2026-05-27,716.454
Yahisuli,2026-05-27,861.86
Yabaondo,2026-05-27,823.691
Isangi,2026-05-27,765.322
Yaleko,2026-05-27,902.294
Banalia,2026-05-27,672.69
Bafwasende,2026-05-27,451.18
Bafwagbogbo,2026-05-27,490.021
Buta,2026-05-27,890.261
Titule,2026-05-27,734.801
Ganga,2026-05-27,664.036
Vanga,2026-05-27,1909.005
Djuma,2026-05-27,1921.003
Sia,2026-05-27,2014.036
Mungindu,2026-05-27,1750.92
Kimputu,2026-05-27,1854.389
Mosango,2026-05-27,1874.059
Pay Kongila,2026-05-27,1818.725
Matadi,2026-05-27,2620.708
Nzanza,2026-05-27,2624.748
Ndjili,2026-05-27,2277.063
Mont Ngafula 1,2026-05-27,2301.556
Biyela,2026-05-27,2283.38
Kikimi,2026-05-27,2286.928
Lemba,2026-05-27,2285.366
Matete,2026-05-27,2278.85
Kisenso,2026-05-27,2282.076
Lingwala,2026-05-27,2287.792
Barumbu,2026-05-27,2288.203
Kinshasa,2026-05-27,2286.496
Limete,2026-05-27,2282.42
Kalamu 2,2026-05-27,2285.568
Kalamu 1,2026-05-27,2283.973
Bumbu,2026-05-27,2292.356
Makala,2026-05-27,2285.209
Ngaba,2026-05-27,2282.348
Bandalungwa,2026-05-27,2289.96
Selembao,2026-05-27,2287.98
Masina 1,2026-05-27,2272.9
Kintambo,2026-05-27,2291.997
Kasa Vubu,2026-05-27,2287.139
Ngiri Ngiri,2026-05-27,2289.067
Binza Meteo,2026-05-27,2298.058
Binza Ozone,2026-05-27,2298.753
Kikongo,2026-05-27,2102.955
Mont Ngafula 2,2026-05-27,2304.813
Sona Bata,2026-05-27,2381.099
Nsele,2026-05-27,2267.748
Kanzala,2026-05-27,1456.533
Tshikapa,2026-05-27,1498.034
Kingasani,2026-05-27,2271.653
Kimbanseke,2026-05-27,2280.415
Bwamanda,2026-05-27,1663.436
Kungu,2026-05-27,1676.268
Loko,2026-05-27,1486.498
Bangabola,2026-05-27,1626.23
Boso Mondanda,2026-05-27,1539.764
Budjala,2026-05-27,1595.439
Binga,2026-05-27,1454.561
Yamaluka,2026-05-27,1227.768
Boso Manzi,2026-05-27,1382.741
Karawa,2026-05-27,1556.665
Bominenge,2026-05-27,1572.63
Gemena,2026-05-27,1602.263
Mbaya,2026-05-27,1506.571
Bulu,2026-05-27,1505.262
Tandala,2026-05-27,1651.796
Kibombo,2026-05-27,714.785
Kindu,2026-05-27,600.817
Alunguli,2026-05-27,595.25
Kokolo,2026-05-27,2289.582
Police,2026-05-27,2288.51
Makiso Kisangani,2026-05-27,638.412
Mangobo,2026-05-27,665.779
Kabondo,2026-05-27,658.406
Tshopo,2026-05-27,687.052
Kaniama,2026-05-27,1208.956
Kalemie,2026-05-27,653.336
Kansimba,2026-05-27,763.357
Butumba,2026-05-27,1650.301
Kinkondja,2026-05-27,1042.468
Baka,2026-05-27,1423.894
Kiambi,2026-05-27,803.202
Manono,2026-05-27,873.792
Samba,2026-05-27,559.945
Kasongo,2026-05-27,533.809
Kunda,2026-05-27,684.59
Saramabila,2026-05-27,445.606
Kampene,2026-05-27,557.474
Nyemba,2026-05-27,476.87
Nyunzu,2026-05-27,641.06
Kabambare,2026-05-27,476.205
Pangi,2026-05-27,504.96
Kalima,2026-05-27,481.885
Yalimbongo,2026-05-27,1012.077
Aketi,2026-05-27,1059.645
Lolo,2026-05-27,1081.947
Yamongili,2026-05-27,1168.884
Abuzi,2026-05-27,1302.296
Yambuku,2026-05-27,1224.253
Wasolo,2026-05-27,1269.014
Bosondjo,2026-05-27,1229.988
Bumba,2026-05-27,1134.741
Mondombe,2026-05-27,1111.825
Djolu,2026-05-27,1161.106
Opienge,2026-05-27,511.066
Obokote,2026-05-27,377.894
Lowa,2026-05-27,565.904
Wanierukula,2026-05-27,613.268
Lubutu,2026-05-27,443.0
Kitenda,2026-05-27,2133.469
Kasongo Lunda,2026-05-27,2167.96
Popokabaka,2026-05-27,2231.292
Kimvula,2026-05-27,2302.244
Maluku 1,2026-05-27,2145.694
Kimpese,2026-05-27,2513.577
Nsona Mpangu,2026-05-27,2574.718
Kangu,2026-05-27,2795.493
Kuimba,2026-05-27,2847.62
Kinkonzi,2026-05-27,2777.928
Mangembo,2026-05-27,2557.79
Gombe Matadi,2026-05-27,2463.492
Massa,2026-05-27,2377.164
Bokonzi,2026-05-27,1704.207
Mawuya,2026-05-27,1726.05
Zongo,2026-05-27,1723.177
Libenge,2026-05-27,1679.283
Bili (Nord-Ubangi),2026-05-27,1607.369
Gbadolite,2026-05-27,1435.317
Mobayi Mbongo,2026-05-27,1364.943
Yakoma,2026-05-27,1256.938
Monga,2026-05-27,1171.658
Bondo,2026-05-27,1118.18
Bili (Bas-Uele),2026-05-27,961.269
Ango,2026-05-27,764.091
Opala,2026-05-27,980.665
Kahemba,2026-05-27,1913.469
Gungu,2026-05-27,1753.777
Kitangwa,2026-05-27,1605.831
Mukedi,2026-05-27,1599.789
Kongolo,2026-05-27,613.891
Mbulula,2026-05-27,698.73
Kabalo,2026-05-27,754.386
Bukama,2026-05-27,1552.22
Kabondo Dianda,2026-05-27,1113.493
Kabongo,2026-05-27,1049.515
Songa,2026-05-27,1131.019
Kayamba,2026-05-27,1071.129
Kitenge,2026-05-27,911.986
Ankoro,2026-05-27,1040.742
Mulongo,2026-05-27,914.949
Lwamba,2026-05-27,1000.437
Mukanga,2026-05-27,996.726
Malemba Nkulu,2026-05-27,1033.683
Kinda,2026-05-27,1474.495
Kamina,2026-05-27,1391.348
Kikwit Sud,2026-05-27,1776.556
Kenya,2026-05-27,1518.362
Kamalondo,2026-05-27,1505.127
Tshamilemba,2026-05-27,1488.954
Pweto,2026-05-27,916.771
Lukafu,2026-05-27,1318.415
Mufunga Sampwe,2026-05-27,1202.738
Kilwa,2026-05-27,1063.688
Kapolowe,2026-05-27,1405.015
Panda,2026-05-27,1418.137
Kashobwe,2026-05-27,1184.191
Kampemba,2026-05-27,1528.181
Ruashi,2026-05-27,1530.417
Bena Tshadi,2026-05-27,1324.849
Yangala,2026-05-27,1192.02
Ilebo,2026-05-27,1562.02
Luebo,2026-05-27,1358.21
Bena Leka,2026-05-27,1348.581
Muetshi,2026-05-27,1258.977
Tshikula,2026-05-27,1141.381
Dibaya,2026-05-27,1132.133
Kalomba,2026-05-27,1460.3
Tshibala,2026-05-27,1414.218
Mushenge,2026-05-27,1507.321
Bulape,2026-05-27,1484.208
Masuika,2026-05-27,1307.168
Luiza,2026-05-27,1249.377
Katoka,2026-05-27,1211.52
Ndesha,2026-05-27,1206.657
Tshikaji,2026-05-27,1203.582
Bilomba,2026-05-27,1302.069
Ndekesha,2026-05-27,1314.406
Bunkonde,2026-05-27,1186.223
Mikalayi,2026-05-27,1250.342
Luambo,2026-05-27,1481.075
Katende,2026-05-27,1161.302
Ndjoko Mpunda,2026-05-27,1425.432
Lubondaie,2026-05-27,1174.426
Kakenge,2026-05-27,1449.379
Rwampara,2026-05-27,33.084
Bunia,2026-05-27,30.602
Jiba,2026-05-27,96.34
Linga,2026-05-27,97.375
Mangala,2026-05-27,53.639
Damas,2026-05-27,62.702
Fataki,2026-05-27,61.153
Drodro,2026-05-27,42.876
Tchomia,2026-05-27,55.844
Rethy,2026-05-27,93.725
Nyankunde,2026-05-27,33.084
Nizi,2026-05-27,26.115
Bambu,2026-05-27,26.115
Kilo,2026-05-27,37.958
Mongbwalu,2026-05-27,61.266
Komanda,2026-05-27,67.587
Gety,2026-05-27,54.867
Boga,2026-05-27,90.232
Nia Nia,2026-05-27,262.259
Mandima,2026-05-27,93.734
Lolwa,2026-05-27,72.325
Lita,2026-05-27,26.948
Boma Mangbetu,2026-05-27,441.173
Isiro,2026-05-27,515.725
Wamba,2026-05-27,447.215
Doruma,2026-05-27,589.875
Pawa,2026-05-27,479.196
Niangara,2026-05-27,457.536
Rungu,2026-05-27,378.922
Mambasa,2026-05-27,178.857
Rimba,2026-05-27,99.545
Logo,2026-05-27,111.708
Angumu,2026-05-27,145.602
Nyarambe,2026-05-27,124.182
Mahagi,2026-05-27,88.384
Makoro,2026-05-27,92.9
Kambala,2026-05-27,94.341
Biringi,2026-05-27,83.768
Laybo,2026-05-27,79.829
Ariwara,2026-05-27,44.323
Adi,2026-05-27,86.622
Aru,2026-05-27,196.427
Adja,2026-05-27,51.629
Aungba,2026-05-27,43.416
Faradje,2026-05-27,199.518
Gombari,2026-05-27,277.455
Dungu,2026-05-27,316.186
Watsa,2026-05-27,168.911
Demba,2026-05-27,1268.433
Mutoto,2026-05-27,1210.09
Lubunga (Kasaï-Central),2026-05-27,1144.105
Kananga,2026-05-27,1205.625
Maluku 2,2026-05-27,2242.767
Nselo,2026-05-27,2479.35
Lomela,2026-05-27,994.837
Nioki,2026-05-27,2161.473
Bolobo,2026-05-27,2472.987
Mushie,2026-05-27,2328.741
Kwamouth,2026-05-27,2279.666
Mokala,2026-05-27,1930.53
Kisanji,2026-05-27,1788.91
Lukonga,2026-05-27,1198.533
Tunda,2026-05-27,759.036
Bosobolo,2026-05-27,1625.52
Businga,2026-05-27,1374.551
Boto,2026-05-27,1737.858
Lisala,2026-05-27,1326.598
Ndage,2026-05-27,1450.283
Mwela Lembwa,2026-05-27,2032.104
Kingabwa,2026-05-27,2283.415
Likati,2026-05-27,999.122
Yahuma,2026-05-27,923.7
Ikela,2026-05-27,1100.398
Lubunga (Tshopo),2026-05-27,675.473
Ubundu,2026-05-27,779.871
Kailo,2026-05-27,660.155
Ototo,2026-05-27,1158.113
Tshumbe,2026-05-27,970.833
Lusangi,2026-05-27,505.361
Bobozo,2026-05-27,1208.38
Punia,2026-05-27,591.8
Kyondo,2026-05-27,38.875
Mabalako,2026-05-27,44.302
Biena,2026-05-27,62.563
Masereka,2026-05-27,67.143
Lubero,2026-05-27,104.008
Manguredjipa,2026-05-27,108.605
Mutwanga,2026-05-27,58.748
Kamango,2026-05-27,96.537
Oicha,2026-05-27,53.126
Binza,2026-05-27,290.507
Rwanguba,2026-05-27,254.816
Rutshuru,2026-05-27,250.635
Birambizo,2026-05-27,202.233
Beni,2026-05-27,9.105
Vuhovi,2026-05-27,12.276
Musienene,2026-05-27,88.732
Butembo,2026-05-27,65.245
Katwa,2026-05-27,9.291
Kayna,2026-05-27,132.096
Goma,2026-05-27,254.962
Karisimbi,2026-05-27,254.251
Kibua,2026-05-27,254.018
Masisi,2026-05-27,203.671
Mweso,2026-05-27,219.974
Kirotshe,2026-05-27,145.423
Pinga,2026-05-27,157.069
Walikale,2026-05-27,279.357
Kibirizi,2026-05-27,188.857
Kalunguta,2026-05-27,64.758
Alimbongo,2026-05-27,87.667
Nyiragongo,2026-05-27,276.961
Katoyi,2026-05-27,183.083
Bambo,2026-05-27,248.077
Itebero,2026-05-27,162.6
Mwana,2026-05-27,113.383
Kaziba,2026-05-27,99.044
Nyantende,2026-05-27,44.887
Nyangezi,2026-05-27,65.127
Kabare,2026-05-27,27.4
Mubumbano,2026-05-27,84.446
Walungu,2026-05-27,61.31
Haut Plateau,2026-05-27,183.033
Kaniola,2026-05-27,89.54
Kalonge,2026-05-27,64.418
Bunyakiri,2026-05-27,80.118
Uvira,2026-05-27,158.01
Kitutu,2026-05-27,300.705
Kamituga,2026-05-27,218.24
Itombwe,2026-05-27,326.114
Minembwe,2026-05-27,327.593
Nundu,2026-05-27,220.864
Ruzizi,2026-05-27,126.882
Lemera,2026-05-27,125.666
Fizi,2026-05-27,341.46
Shabunda,2026-05-27,385.56
Lulingu,2026-05-27,356.995
Kalole,2026-05-27,317.261
Mwenga,2026-05-27,147.161
Mulungu,2026-05-27,202.36
Bagira,2026-05-27,29.803
Kadutu,2026-05-27,32.752
Ibanda,2026-05-27,34.232
Katana,2026-05-27,22.804
Lualaba,2026-05-27,1726.743
Kafakumba,2026-05-27,1397.578
Kanzenze,2026-05-27,1531.284
Kasaji,2026-05-27,1718.377
Dilolo,2026-05-27,1652.106
Sandoa,2026-05-27,1590.796
Kalamba,2026-05-27,1297.366
Lubudi,2026-05-27,1657.832
Bunkeya,2026-05-27,1310.225
Fungurume,2026-05-27,1397.999
Kambove,2026-05-27,1372.605
Lubumbashi,2026-05-27,1478.178
Kisanga,2026-05-27,1515.2
Katuba,2026-05-27,1518.865
Mumbunda,2026-05-27,1495.526
Kipushi,2026-05-27,1505.074
Sakania,2026-05-27,1784.732
Kafubu,2026-05-27,1527.373
Kilela Balanda,2026-05-27,1450.958
Manika,2026-05-27,1454.642
Vangu,2026-05-27,1476.576
Kowe,2026-05-27,1475.465
Mitwaba,2026-05-27,1070.604
Gombe,2026-05-27,2290.386
Minova,2026-05-27,131.679
Kalehe,2026-05-27,49.147
Miti Murhesa,2026-05-27,554.219
Idjwi,2026-05-27,
Aba,2026-05-27,133.775
Masina 2,2026-05-27,2277.658
Kapanga,2026-05-27,1410.693
Dilala,2026-05-27,1651.828
Mutshatsha,2026-05-27,1681.666
Kikula,2026-05-27,1343.101
Kimbi Lulenge,2026-05-27,394.767
Ferekeni,2026-05-27,566.382
Wapinda,2026-05-27,1159.748
Likasi,2026-05-27,1354.124
Kasenga,2026-05-27,1595.608
Ntandembelo,2026-05-27,2107.332
Yumbi,2026-05-27,2397.31
Tshudi Loto,2026-05-27,1200.998
Kiri,2026-05-27,1975.091
Busanga,2026-05-27,1261.078
Yalifafu,2026-05-27,1178.352
Dekese,2026-05-27,1333.704
Mimia,2026-05-27,2115.838
Makanza,2026-05-27,1732.256
Bomongo,2026-05-27,1931.143
Mampoko,2026-05-27,1732.256
Pendjwa,2026-05-27,1822.808
Bokungu,2026-05-27,1311.16
Wema,2026-05-27,1563.714
Befale,2026-05-27,1359.275
Lotumbe,2026-05-27,1774.361
Monkoto,2026-05-27,1637.812
Djombo,2026-05-27,1477.44
Bongandanga,2026-05-27,1269.738
Lingomo,2026-05-27,1187.31
Basankusu,2026-05-27,1569.396
Boende,2026-05-27,1451.927
Mompono,2026-05-27,1219.311
Monieka,2026-05-27,1483.158
Banzow Moke,2026-05-27,1966.23
Inongo,2026-05-27,1904.594
Wangata,2026-05-27,1861.89
Bolenge,2026-05-27,1855.178
Bolomba,2026-05-27,1702.202
Ingende,2026-05-27,1672.773
Iboko,2026-05-27,1740.182
Irebu,2026-05-27,2166.166
Mbandaka,2026-05-27,1867.972
Lukolela,2026-05-27,2144.9
Bikoro,2026-05-27,1799.82
Ntondo,2026-05-27,2113.257
Lilanga Bobangi,2026-05-27,1860.225
Wembo Nyama,2026-05-28,894.588
Kole,2026-05-28,1164.124
Pania Mutombo,2026-05-28,1033.837
Minga,2026-05-28,1017.356
Lusambo,2026-05-28,1171.956
Dikungu,2026-05-28,1010.232
Vanga Kete,2026-05-28,978.745
Lodja,2026-05-28,976.012
Omendjadi,2026-05-28,1022.676
Djalo Ndjeka,2026-05-28,869.747
Katako Kombe,2026-05-28,745.91
Bena Dibele,2026-05-28,1074.774
Kamiji,2026-05-28,1091.66
Citenge,2026-05-28,1012.946
Miabi,2026-05-28,1081.922
Ngandajika,2026-05-28,1018.263
Mulumba,2026-05-28,1001.705
Tshilenge,2026-05-28,1009.086
Cilundu,2026-05-28,1079.028
Lubao,2026-05-28,728.155
Kalonda Est,2026-05-28,892.066
Kabinda,2026-05-28,894.062
Ludimbi Lukula,2026-05-28,903.717
Kalambayi Kabanga,2026-05-28,995.594
Makota,2026-05-28,1096.446
Mweneditu,2026-05-28,1093.867
Wikong,2026-05-28,1181.946
Luputa,2026-05-28,1125.778
Kanda Kanda,2026-05-28,1056.526
Bonzola,2026-05-28,1025.521
Dibindi,2026-05-28,1021.749
Kansele,2026-05-28,1024.287
Muya,2026-05-28,1027.038
Diulu,2026-05-28,1026.853
Bipemba,2026-05-28,1029.088
Mpokolo,2026-05-28,1032.563
Nzaba,2026-05-28,1031.964
Kabeya Kamwanga,2026-05-28,1088.883
Mukumbi,2026-05-28,1063.607
Lukelenge,2026-05-28,1027.003
Tshishimbi,2026-05-28,1042.132
Lubilanji,2026-05-28,1022.375
Kamana,2026-05-28,754.383
Kasansa,2026-05-28,1022.247
Bibanga,2026-05-28,961.202
Kalenda,2026-05-28,1162.295
Tshofa,2026-05-28,814.892
Pimu,2026-05-28,1385.874
Nyanga,2026-05-28,1516.502
Kalonda Ouest,2026-05-28,1463.934
Kamonia,2026-05-28,1511.097
Mutena,2026-05-28,1475.032
Banga Lubaka,2026-05-28,1597.054
Kamwesha,2026-05-28,1405.315
Mweka,2026-05-28,1451.404
Moba,2026-05-28,948.036
Bogosenubea,2026-05-28,1626.568
Muanda,2026-05-28,2821.208
Kitona,2026-05-28,2846.946
Boma,2026-05-28,2735.228
Boma Bungu,2026-05-28,2731.474
Seke Banza,2026-05-28,2701.59
Inga,2026-05-28,2673.39
Lukula,2026-05-28,2802.873
Tshela,2026-05-28,2845.499
Vaku,2026-05-28,2797.686
Kizu,2026-05-28,2835.126
Kibunzi,2026-05-28,2682.782
Luozi,2026-05-28,2629.592
Kimpangu,2026-05-28,2495.988
Ngidinga,2026-05-28,2477.146
Boko Kivulu,2026-05-28,2434.859
Mbanza Ngungu,2026-05-28,2439.311
Kwilu Ngongo,2026-05-28,2463.844
Kisantu,2026-05-28,2413.256
Mikope,2026-05-28,1673.228
Oshwe,2026-05-28,2228.596
Bosobe,2026-05-28,2229.482
Bokoro,2026-05-28,2150.58
Masi Manimba,2026-05-28,1946.486
Yasa Bonga,2026-05-28,1971.173
Idiofa,2026-05-28,1746.009
Ipamu,2026-05-28,1850.893
Koshibanda,2026-05-28,1721.341
Kingandu,2026-05-28,1840.053
Bulungu,2026-05-28,1845.425
Bagata,2026-05-28,2019.286
Bandundu,2026-05-28,2149.21
Kajiji,2026-05-28,1914.568
Kikwit Nord,2026-05-28,1776.14
Lusanga,2026-05-28,1795.01
Feshi,2026-05-28,1988.462
Wamba Lwadi,2026-05-28,2096.527
Panzi,2026-05-28,2007.367
Tembo,2026-05-28,2222.17
Moanza,2026-05-28,1946.053
Kimbao,2026-05-28,2092.984
Kenge,2026-05-28,2013.004
Boko,2026-05-28,2079.842
Viadana,2026-05-28,538.341
Poko,2026-05-28,583.795
Basali,2026-05-28,881.167
Basoko,2026-05-28,923.461
Bengamisa,2026-05-28,718.089
Yakusu,2026-05-28,716.454
Yahisuli,2026-05-28,861.86
Yabaondo,2026-05-28,823.691
Isangi,2026-05-28,765.322
Yaleko,2026-05-28,902.294
Banalia,2026-05-28,672.69
Bafwasende,2026-05-28,451.18
Bafwagbogbo,2026-05-28,490.021
Buta,2026-05-28,890.261
Titule,2026-05-28,734.801
Ganga,2026-05-28,664.036
Vanga,2026-05-28,1909.005
Djuma,2026-05-28,1921.003
Sia,2026-05-28,2014.036
Mungindu,2026-05-28,1750.92
Kimputu,2026-05-28,1854.389
Mosango,2026-05-28,1874.059
Pay Kongila,2026-05-28,1818.725
Matadi,2026-05-28,2620.708
Nzanza,2026-05-28,2624.748
Ndjili,2026-05-28,2277.063
Mont Ngafula 1,2026-05-28,2301.556
Biyela,2026-05-28,2283.38
Kikimi,2026-05-28,2286.928
Lemba,2026-05-28,2285.366
Matete,2026-05-28,2278.85
Kisenso,2026-05-28,2282.076
Lingwala,2026-05-28,2287.792
Barumbu,2026-05-28,2288.203
Kinshasa,2026-05-28,2286.496
Limete,2026-05-28,2282.42
Kalamu 2,2026-05-28,2285.568
Kalamu 1,2026-05-28,2283.973
Bumbu,2026-05-28,2292.356
Makala,2026-05-28,2285.209
Ngaba,2026-05-28,2282.348
Bandalungwa,2026-05-28,2289.96
Selembao,2026-05-28,2287.98
Masina 1,2026-05-28,2272.9
Kintambo,2026-05-28,2291.997
Kasa Vubu,2026-05-28,2287.139
Ngiri Ngiri,2026-05-28,2289.067
Binza Meteo,2026-05-28,2298.058
Binza Ozone,2026-05-28,2298.753
Kikongo,2026-05-28,2102.955
Mont Ngafula 2,2026-05-28,2304.813
Sona Bata,2026-05-28,2381.099
Nsele,2026-05-28,2267.748
Kanzala,2026-05-28,1456.533
Tshikapa,2026-05-28,1498.034
Kingasani,2026-05-28,2271.653
Kimbanseke,2026-05-28,2280.415
Bwamanda,2026-05-28,1663.436
Kungu,2026-05-28,1676.268
Loko,2026-05-28,1486.498
Bangabola,2026-05-28,1626.23
Boso Mondanda,2026-05-28,1539.764
Budjala,2026-05-28,1595.439
Binga,2026-05-28,1454.561
Yamaluka,2026-05-28,1227.768
Boso Manzi,2026-05-28,1382.741
Karawa,2026-05-28,1556.665
Bominenge,2026-05-28,1572.63
