nom,date,min_minutes_to_active_zone
Kimbao,2026-05-20,2288.324
Kenge,2026-05-20,2208.344
Boko,2026-05-20,2275.182
Viadana,2026-05-20,538.341
Poko,2026-05-20,583.795
Basali,2026-05-20,889.257
Basoko,2026-05-20,931.55
Bengamisa,2026-05-20,726.179
Yakusu,2026-05-20,724.544
Yahisuli,2026-05-20,869.949
Yabaondo,2026-05-20,831.78
Isangi,2026-05-20,773.411
Yaleko,2026-05-20,910.383
Banalia,2026-05-20,672.69
Bafwasende,2026-05-20,451.18
Bafwagbogbo,2026-05-20,490.021
Buta,2026-05-20,890.261
Titule,2026-05-20,734.801
Ganga,2026-05-20,664.036
Vanga,2026-05-20,2104.345
Djuma,2026-05-20,2116.342
Sia,2026-05-20,2209.376
Mungindu,2026-05-20,1946.26
Kimputu,2026-05-20,2049.729
Mosango,2026-05-20,2069.399
Pay Kongila,2026-05-20,2014.065
Matadi,2026-05-20,2816.048
Nzanza,2026-05-20,2820.088
Ndjili,2026-05-20,2472.403
Mont Ngafula 1,2026-05-20,2496.896
Biyela,2026-05-20,2478.72
Kikimi,2026-05-20,2482.268
Lemba,2026-05-20,2480.706
Matete,2026-05-20,2474.19
Kisenso,2026-05-20,2477.416
Lingwala,2026-05-20,2483.132
Barumbu,2026-05-20,2483.543
Kinshasa,2026-05-20,2481.836
Limete,2026-05-20,2477.76
Kalamu 2,2026-05-20,2480.908
Kalamu 1,2026-05-20,2479.313
Bumbu,2026-05-20,2487.696
Makala,2026-05-20,2480.548
Ngaba,2026-05-20,2477.688
Bandalungwa,2026-05-20,2485.3
Selembao,2026-05-20,2483.32
Masina 1,2026-05-20,2468.24
Kintambo,2026-05-20,2487.336
Kasa Vubu,2026-05-20,2482.479
Ngiri Ngiri,2026-05-20,2484.406
Binza Meteo,2026-05-20,2493.398
Binza Ozone,2026-05-20,2494.092
Kikongo,2026-05-20,2298.295
Mont Ngafula 2,2026-05-20,2500.153
Sona Bata,2026-05-20,2576.439
Nsele,2026-05-20,2463.088
Kanzala,2026-05-20,1651.873
Tshikapa,2026-05-20,1693.374
Kingasani,2026-05-20,2466.993
Kimbanseke,2026-05-20,2475.754
Bwamanda,2026-05-20,1663.436
Kungu,2026-05-20,1705.1
Loko,2026-05-20,1486.498
Bangabola,2026-05-20,1655.063
Boso Mondanda,2026-05-20,1547.853
Budjala,2026-05-20,1624.272
Binga,2026-05-20,1483.394
Yamaluka,2026-05-20,1256.601
Boso Manzi,2026-05-20,1382.741
Karawa,2026-05-20,1556.665
Bominenge,2026-05-20,1572.63
Gemena,2026-05-20,1602.263
Mbaya,2026-05-20,1506.571
Bulu,2026-05-20,1534.095
Tandala,2026-05-20,1651.796
Kibombo,2026-05-20,910.125
Kindu,2026-05-20,796.157
Alunguli,2026-05-20,790.59
Kokolo,2026-05-20,2484.922
Police,2026-05-20,2483.85
Makiso Kisangani,2026-05-20,646.502
Mangobo,2026-05-20,673.868
Kabondo,2026-05-20,666.495
Tshopo,2026-05-20,695.141
Kaniama,2026-05-20,1404.296
Kalemie,2026-05-20,836.378
Kansimba,2026-05-20,946.4
Butumba,2026-05-20,1845.641
Kinkondja,2026-05-20,1225.511
Baka,2026-05-20,1619.234
Kiambi,2026-05-20,986.244
Manono,2026-05-20,1056.835
Samba,2026-05-20,755.285
Kasongo,2026-05-20,729.149
Kunda,2026-05-20,879.929
Saramabila,2026-05-20,640.946
Kampene,2026-05-20,752.813
Nyemba,2026-05-20,659.913
Nyunzu,2026-05-20,824.102
Kabambare,2026-05-20,659.247
Pangi,2026-05-20,700.3
Kalima,2026-05-20,677.225
Yalimbongo,2026-05-20,1020.166
Aketi,2026-05-20,1059.645
Lolo,2026-05-20,1103.291
Yamongili,2026-05-20,1197.717
Abuzi,2026-05-20,1302.296
Yambuku,2026-05-20,1224.253
Wasolo,2026-05-20,1269.014
Bosondjo,2026-05-20,1258.821
Bumba,2026-05-20,1163.574
Mondombe,2026-05-20,1119.914
Djolu,2026-05-20,1169.195
Opienge,2026-05-20,511.066
Obokote,2026-05-20,406.727
Lowa,2026-05-20,594.737
Wanierukula,2026-05-20,642.101
Lubutu,2026-05-20,471.833
Kitenda,2026-05-20,2328.808
Kasongo Lunda,2026-05-20,2363.3
Popokabaka,2026-05-20,2426.632
Kimvula,2026-05-20,2497.584
Maluku 1,2026-05-20,2341.034
Kimpese,2026-05-20,2708.917
Nsona Mpangu,2026-05-20,2770.058
Kangu,2026-05-20,2990.833
Kuimba,2026-05-20,3042.96
Kinkonzi,2026-05-20,2973.268
Mangembo,2026-05-20,2753.13
Gombe Matadi,2026-05-20,2658.832
Massa,2026-05-20,2572.504
Bokonzi,2026-05-20,1733.04
Mawuya,2026-05-20,1726.05
Zongo,2026-05-20,1723.177
Libenge,2026-05-20,1679.283
Bili (Nord-Ubangi),2026-05-20,1607.369
Gbadolite,2026-05-20,1435.317
Mobayi Mbongo,2026-05-20,1364.943
Yakoma,2026-05-20,1256.938
Monga,2026-05-20,1171.658
Bondo,2026-05-20,1118.18
Bili (Bas-Uele),2026-05-20,961.269
Ango,2026-05-20,864.009
Opala,2026-05-20,988.754
Kahemba,2026-05-20,2108.809
Gungu,2026-05-20,1949.117
Kitangwa,2026-05-20,1801.171
Mukedi,2026-05-20,1795.129
Kongolo,2026-05-20,809.23
Mbulula,2026-05-20,894.07
Kabalo,2026-05-20,937.429
Bukama,2026-05-20,1747.56
Kabondo Dianda,2026-05-20,1296.535
Kabongo,2026-05-20,1244.855
Songa,2026-05-20,1326.359
Kayamba,2026-05-20,1266.469
Kitenge,2026-05-20,1107.325
Ankoro,2026-05-20,1148.297
Mulongo,2026-05-20,1097.991
Lwamba,2026-05-20,1183.48
Mukanga,2026-05-20,1179.769
Malemba Nkulu,2026-05-20,1216.725
Kinda,2026-05-20,1669.835
Kamina,2026-05-20,1586.688
Kikwit Sud,2026-05-20,1971.896
Kenya,2026-05-20,1701.404
Kamalondo,2026-05-20,1688.17
Tshamilemba,2026-05-20,1671.996
Pweto,2026-05-20,1099.814
Lukafu,2026-05-20,1501.458
Mufunga Sampwe,2026-05-20,1385.781
Kilwa,2026-05-20,1246.731
Kapolowe,2026-05-20,1588.058
Panda,2026-05-20,1601.18
Kashobwe,2026-05-20,1367.234
Kampemba,2026-05-20,1711.224
Ruashi,2026-05-20,1713.46
Bena Tshadi,2026-05-20,1520.189
Yangala,2026-05-20,1387.359
Ilebo,2026-05-20,1757.36
Luebo,2026-05-20,1553.55
Bena Leka,2026-05-20,1543.921
Muetshi,2026-05-20,1454.317
Tshikula,2026-05-20,1336.721
Dibaya,2026-05-20,1327.473
Kalomba,2026-05-20,1655.64
Tshibala,2026-05-20,1609.558
Mushenge,2026-05-20,1702.66
Bulape,2026-05-20,1679.548
Masuika,2026-05-20,1502.508
Luiza,2026-05-20,1444.717
Katoka,2026-05-20,1406.86
Ndesha,2026-05-20,1401.997
Tshikaji,2026-05-20,1398.922
Bilomba,2026-05-20,1497.409
Ndekesha,2026-05-20,1509.746
Bunkonde,2026-05-20,1381.563
Mikalayi,2026-05-20,1445.682
Luambo,2026-05-20,1676.415
Katende,2026-05-20,1356.642
Ndjoko Mpunda,2026-05-20,1620.772
Lubondaie,2026-05-20,1369.765
Kakenge,2026-05-20,1644.719
Rwampara,2026-05-20,33.084
Bunia,2026-05-20,41.318
Jiba,2026-05-20,112.036
Linga,2026-05-20,113.071
Mangala,2026-05-20,58.512
Damas,2026-05-20,62.702
Fataki,2026-05-20,81.236
Drodro,2026-05-20,58.572
Tchomia,2026-05-20,71.54
Rethy,2026-05-20,117.46
Nyankunde,2026-05-20,33.084
Nizi,2026-05-20,26.115
Bambu,2026-05-20,41.318
Kilo,2026-05-20,37.958
Mongbwalu,2026-05-20,64.835
Komanda,2026-05-20,67.587
Gety,2026-05-20,54.867
Boga,2026-05-20,90.232
Nia Nia,2026-05-20,262.259
Mandima,2026-05-20,133.556
Lolwa,2026-05-20,72.325
Lita,2026-05-20,26.948
Boma Mangbetu,2026-05-20,441.173
Isiro,2026-05-20,515.725
Wamba,2026-05-20,447.215
Doruma,2026-05-20,689.793
Pawa,2026-05-20,479.196
Niangara,2026-05-20,494.636
Rungu,2026-05-20,378.922
Mambasa,2026-05-20,178.857
Rimba,2026-05-20,129.875
Logo,2026-05-20,137.113
Angumu,2026-05-20,175.804
Nyarambe,2026-05-20,204.66
Mahagi,2026-05-20,163.709
Makoro,2026-05-20,191.587
Kambala,2026-05-20,97.447
Biringi,2026-05-20,129.044
Laybo,2026-05-20,253.452
Ariwara,2026-05-20,230.257
Adi,2026-05-20,285.818
Aru,2026-05-20,196.427
Adja,2026-05-20,192.736
Aungba,2026-05-20,153.012
Faradje,2026-05-20,326.52
Gombari,2026-05-20,288.325
Dungu,2026-05-20,416.104
Watsa,2026-05-20,168.911
Demba,2026-05-20,1463.773
Mutoto,2026-05-20,1405.429
Lubunga (Kasaï-Central),2026-05-20,1339.445
Kananga,2026-05-20,1400.965
Maluku 2,2026-05-20,2438.107
Nselo,2026-05-20,2674.69
Lomela,2026-05-20,1190.177
Nioki,2026-05-20,2356.813
Bolobo,2026-05-20,2668.326
Mushie,2026-05-20,2524.08
Kwamouth,2026-05-20,2475.006
Mokala,2026-05-20,2125.869
Kisanji,2026-05-20,1984.249
Lukonga,2026-05-20,1393.873
Tunda,2026-05-20,954.376
Bosobolo,2026-05-20,1625.52
Businga,2026-05-20,1374.551
Boto,2026-05-20,1766.691
Lisala,2026-05-20,1355.431
Ndage,2026-05-20,1450.283
Mwela Lembwa,2026-05-20,2227.444
Kingabwa,2026-05-20,2478.755
Likati,2026-05-20,999.122
Yahuma,2026-05-20,931.789
Ikela,2026-05-20,1108.487
Lubunga (Tshopo),2026-05-20,683.562
Ubundu,2026-05-20,787.96
Kailo,2026-05-20,855.495
Ototo,2026-05-20,1353.453
Tshumbe,2026-05-20,1166.173
Lusangi,2026-05-20,700.701
Bobozo,2026-05-20,1403.72
Punia,2026-05-20,620.633
Kyondo,2026-05-20,30.462
Mabalako,2026-05-20,46.456
Biena,2026-05-20,62.563
Masereka,2026-05-20,58.731
Lubero,2026-05-20,102.177
Manguredjipa,2026-05-20,108.605
Mutwanga,2026-05-20,109.488
Kamango,2026-05-20,144.098
Oicha,2026-05-20,100.687
Binza,2026-05-20,133.749
Rwanguba,2026-05-20,85.073
Rutshuru,2026-05-20,63.754
Birambizo,2026-05-20,82.055
Beni,2026-05-20,56.666
Vuhovi,2026-05-20,12.276
Musienene,2026-05-20,88.732
Butembo,2026-05-20,9.252
Katwa,2026-05-20,9.291
Kayna,2026-05-20,130.266
Goma,2026-05-20,309.509
Karisimbi,2026-05-20,9.047
Kibua,2026-05-20,135.184
Masisi,2026-05-20,84.837
Mweso,2026-05-20,99.796
Kirotshe,2026-05-20,26.589
Pinga,2026-05-20,155.239
Walikale,2026-05-20,308.19
Kibirizi,2026-05-20,185.532
Kalunguta,2026-05-20,60.569
Alimbongo,2026-05-20,85.836
Nyiragongo,2026-05-20,34.033
Katoyi,2026-05-20,64.249
Bambo,2026-05-20,93.681
Itebero,2026-05-20,273.072
Mwana,2026-05-20,305.251
Kaziba,2026-05-20,290.912
Nyantende,2026-05-20,236.755
Nyangezi,2026-05-20,256.995
Kabare,2026-05-20,258.698
Mubumbano,2026-05-20,279.786
Walungu,2026-05-20,256.65
Haut Plateau,2026-05-20,366.076
Kaniola,2026-05-20,292.823
Kalonge,2026-05-20,298.616
Bunyakiri,2026-05-20,320.344
Uvira,2026-05-20,341.053
Kitutu,2026-05-20,496.045
Kamituga,2026-05-20,413.58
Itombwe,2026-05-20,509.157
Minembwe,2026-05-20,510.636
Nundu,2026-05-20,403.907
Ruzizi,2026-05-20,309.925
Lemera,2026-05-20,308.709
Fizi,2026-05-20,524.503
Shabunda,2026-05-20,580.9
Lulingu,2026-05-20,552.335
Kalole,2026-05-20,512.601
Mwenga,2026-05-20,342.501
Mulungu,2026-05-20,397.7
Bagira,2026-05-20,230.346
Kadutu,2026-05-20,227.101
Ibanda,2026-05-20,224.279
Katana,2026-05-20,144.678
Lualaba,2026-05-20,1922.082
Kafakumba,2026-05-20,1592.917
Kanzenze,2026-05-20,1726.623
Kasaji,2026-05-20,1913.717
Dilolo,2026-05-20,1847.446
Sandoa,2026-05-20,1786.136
Kalamba,2026-05-20,1492.706
Lubudi,2026-05-20,1853.172
Bunkeya,2026-05-20,1493.268
Fungurume,2026-05-20,1581.042
Kambove,2026-05-20,1555.648
Lubumbashi,2026-05-20,1661.221
Kisanga,2026-05-20,1698.243
Katuba,2026-05-20,1701.907
Mumbunda,2026-05-20,1678.569
Kipushi,2026-05-20,1688.117
Sakania,2026-05-20,1967.775
Kafubu,2026-05-20,1710.416
Kilela Balanda,2026-05-20,1634.0
Manika,2026-05-20,1637.684
Vangu,2026-05-20,1659.619
Kowe,2026-05-20,1658.508
Mitwaba,2026-05-20,1253.647
Gombe,2026-05-20,2485.726
Minova,2026-05-20,72.355
Kalehe,2026-05-20,150.325
Miti Murhesa,2026-05-20,255.092
Idjwi,2026-05-20,
Aba,2026-05-20,286.43
Masina 2,2026-05-20,2472.998
Kapanga,2026-05-20,1606.033
Dilala,2026-05-20,1847.168
Mutshatsha,2026-05-20,1877.006
Kikula,2026-05-20,1526.144
Kimbi Lulenge,2026-05-20,577.809
Ferekeni,2026-05-20,595.215
Wapinda,2026-05-20,1159.748
Likasi,2026-05-20,1537.167
Kasenga,2026-05-20,1778.65
Ntandembelo,2026-05-20,2107.332
Yumbi,2026-05-20,2592.65
Tshudi Loto,2026-05-20,1396.338
Kiri,2026-05-20,1983.18
Busanga,2026-05-20,1269.167
Yalifafu,2026-05-20,1186.441
Dekese,2026-05-20,1529.044
Mimia,2026-05-20,2115.838
Makanza,2026-05-20,1740.345
Bomongo,2026-05-20,1959.976
Mampoko,2026-05-20,1740.345
Pendjwa,2026-05-20,1830.897
Bokungu,2026-05-20,1319.249
Wema,2026-05-20,1571.804
Befale,2026-05-20,1367.364
Lotumbe,2026-05-20,1782.45
Monkoto,2026-05-20,1645.901
Djombo,2026-05-20,1485.529
Bongandanga,2026-05-20,1277.827
Lingomo,2026-05-20,1195.399
Basankusu,2026-05-20,1577.485
Boende,2026-05-20,1460.016
Mompono,2026-05-20,1227.4
Monieka,2026-05-20,1491.247
Banzow Moke,2026-05-20,1966.23
Inongo,2026-05-20,1912.683
Wangata,2026-05-20,1869.979
Bolenge,2026-05-20,1863.267
Bolomba,2026-05-20,1710.292
Ingende,2026-05-20,1680.862
Iboko,2026-05-20,1748.271
Irebu,2026-05-20,2166.166
Mbandaka,2026-05-20,1876.062
Lukolela,2026-05-20,2144.9
Bikoro,2026-05-20,1807.909
Ntondo,2026-05-20,2113.257
Lilanga Bobangi,2026-05-20,1868.314
Wembo Nyama,2026-05-21,894.588
Kole,2026-05-21,1164.124
Pania Mutombo,2026-05-21,1033.837
Minga,2026-05-21,1017.356
Lusambo,2026-05-21,1171.956
Dikungu,2026-05-21,1010.232
Vanga Kete,2026-05-21,978.745
Lodja,2026-05-21,976.012
Omendjadi,2026-05-21,1022.676
Djalo Ndjeka,2026-05-21,869.747
Katako Kombe,2026-05-21,745.91
Bena Dibele,2026-05-21,1074.774
Kamiji,2026-05-21,1091.66
Citenge,2026-05-21,1012.946
Miabi,2026-05-21,1081.922
Ngandajika,2026-05-21,1018.263
Mulumba,2026-05-21,1001.705
Tshilenge,2026-05-21,1009.086
Cilundu,2026-05-21,1079.028
Lubao,2026-05-21,728.155
Kalonda Est,2026-05-21,892.066
Kabinda,2026-05-21,894.062
Ludimbi Lukula,2026-05-21,903.717
Kalambayi Kabanga,2026-05-21,995.594
Makota,2026-05-21,1096.446
Mweneditu,2026-05-21,1093.867
Wikong,2026-05-21,1181.946
Luputa,2026-05-21,1125.778
Kanda Kanda,2026-05-21,1056.526
Bonzola,2026-05-21,1025.521
Dibindi,2026-05-21,1021.749
Kansele,2026-05-21,1024.287
Muya,2026-05-21,1027.038
Diulu,2026-05-21,1026.853
Bipemba,2026-05-21,1029.088
Mpokolo,2026-05-21,1032.563
Nzaba,2026-05-21,1031.964
Kabeya Kamwanga,2026-05-21,1088.883
Mukumbi,2026-05-21,1063.607
Lukelenge,2026-05-21,1027.003
Tshishimbi,2026-05-21,1042.132
Lubilanji,2026-05-21,1022.375
Kamana,2026-05-21,754.383
Kasansa,2026-05-21,1022.247
Bibanga,2026-05-21,961.202
Kalenda,2026-05-21,1162.295
Tshofa,2026-05-21,814.892
Pimu,2026-05-21,1385.874
Nyanga,2026-05-21,1516.502
Kalonda Ouest,2026-05-21,1463.934
Kamonia,2026-05-21,1511.097
Mutena,2026-05-21,1475.032
Banga Lubaka,2026-05-21,1597.054
Kamwesha,2026-05-21,1405.315
Mweka,2026-05-21,1451.404
Moba,2026-05-21,948.036
Bogosenubea,2026-05-21,1626.568
Muanda,2026-05-21,2821.208
Kitona,2026-05-21,2846.946
Boma,2026-05-21,2735.228
Boma Bungu,2026-05-21,2731.474
Seke Banza,2026-05-21,2701.59
Inga,2026-05-21,2673.39
Lukula,2026-05-21,2802.873
Tshela,2026-05-21,2845.499
Vaku,2026-05-21,2797.686
Kizu,2026-05-21,2835.126
Kibunzi,2026-05-21,2682.782
Luozi,2026-05-21,2629.592
Kimpangu,2026-05-21,2495.988
Ngidinga,2026-05-21,2477.146
Boko Kivulu,2026-05-21,2434.859
Mbanza Ngungu,2026-05-21,2439.311
Kwilu Ngongo,2026-05-21,2463.844
Kisantu,2026-05-21,2413.256
Mikope,2026-05-21,1673.228
Oshwe,2026-05-21,2228.596
Bosobe,2026-05-21,2229.482
Bokoro,2026-05-21,2150.58
Masi Manimba,2026-05-21,1946.486
Yasa Bonga,2026-05-21,1971.173
Idiofa,2026-05-21,1746.009
Ipamu,2026-05-21,1850.893
Koshibanda,2026-05-21,1721.341
Kingandu,2026-05-21,1840.053
Bulungu,2026-05-21,1845.425
Bagata,2026-05-21,2019.286
Bandundu,2026-05-21,2149.21
Kajiji,2026-05-21,1914.568
Kikwit Nord,2026-05-21,1776.14
Lusanga,2026-05-21,1795.01
Feshi,2026-05-21,1988.462
Wamba Lwadi,2026-05-21,2096.527
Panzi,2026-05-21,2007.367
Tembo,2026-05-21,2222.17
Moanza,2026-05-21,1946.053
Kimbao,2026-05-21,2092.984
Kenge,2026-05-21,2013.004
Boko,2026-05-21,2079.842
Viadana,2026-05-21,538.341
Poko,2026-05-21,583.795
Basali,2026-05-21,881.167
Basoko,2026-05-21,923.461
Bengamisa,2026-05-21,718.089
Yakusu,2026-05-21,716.454
Yahisuli,2026-05-21,861.86
Yabaondo,2026-05-21,823.691
Isangi,2026-05-21,765.322
Yaleko,2026-05-21,902.294
Banalia,2026-05-21,672.69
Bafwasende,2026-05-21,451.18
Bafwagbogbo,2026-05-21,490.021
Buta,2026-05-21,890.261
Titule,2026-05-21,734.801
Ganga,2026-05-21,664.036
Vanga,2026-05-21,1909.005
Djuma,2026-05-21,1921.003
Sia,2026-05-21,2014.036
Mungindu,2026-05-21,1750.92
Kimputu,2026-05-21,1854.389
Mosango,2026-05-21,1874.059
Pay Kongila,2026-05-21,1818.725
Matadi,2026-05-21,2620.708
Nzanza,2026-05-21,2624.748
Ndjili,2026-05-21,2277.063
Mont Ngafula 1,2026-05-21,2301.556
Biyela,2026-05-21,2283.38
Kikimi,2026-05-21,2286.928
Lemba,2026-05-21,2285.366
Matete,2026-05-21,2278.85
Kisenso,2026-05-21,2282.076
Lingwala,2026-05-21,2287.792
Barumbu,2026-05-21,2288.203
Kinshasa,2026-05-21,2286.496
Limete,2026-05-21,2282.42
Kalamu 2,2026-05-21,2285.568
Kalamu 1,2026-05-21,2283.973
Bumbu,2026-05-21,2292.356
Makala,2026-05-21,2285.209
Ngaba,2026-05-21,2282.348
Bandalungwa,2026-05-21,2289.96
Selembao,2026-05-21,2287.98
Masina 1,2026-05-21,2272.9
Kintambo,2026-05-21,2291.997
Kasa Vubu,2026-05-21,2287.139
Ngiri Ngiri,2026-05-21,2289.067
Binza Meteo,2026-05-21,2298.058
Binza Ozone,2026-05-21,2298.753
Kikongo,2026-05-21,2102.955
Mont Ngafula 2,2026-05-21,2304.813
Sona Bata,2026-05-21,2381.099
Nsele,2026-05-21,2267.748
Kanzala,2026-05-21,1456.533
Tshikapa,2026-05-21,1498.034
Kingasani,2026-05-21,2271.653
Kimbanseke,2026-05-21,2280.415
Bwamanda,2026-05-21,1663.436
Kungu,2026-05-21,1676.268
Loko,2026-05-21,1486.498
Bangabola,2026-05-21,1626.23
Boso Mondanda,2026-05-21,1539.764
Budjala,2026-05-21,1595.439
Binga,2026-05-21,1454.561
Yamaluka,2026-05-21,1227.768
Boso Manzi,2026-05-21,1382.741
Karawa,2026-05-21,1556.665
Bominenge,2026-05-21,1572.63
Gemena,2026-05-21,1602.263
Mbaya,2026-05-21,1506.571
Bulu,2026-05-21,1505.262
Tandala,2026-05-21,1651.796
Kibombo,2026-05-21,714.785
Kindu,2026-05-21,600.817
Alunguli,2026-05-21,595.25
Kokolo,2026-05-21,2289.582
Police,2026-05-21,2288.51
Makiso Kisangani,2026-05-21,638.412
Mangobo,2026-05-21,665.779
Kabondo,2026-05-21,658.406
Tshopo,2026-05-21,687.052
Kaniama,2026-05-21,1208.956
Kalemie,2026-05-21,653.336
Kansimba,2026-05-21,763.357
Butumba,2026-05-21,1650.301
Kinkondja,2026-05-21,1042.468
Baka,2026-05-21,1423.894
Kiambi,2026-05-21,803.202
Manono,2026-05-21,873.792
Samba,2026-05-21,559.945
Kasongo,2026-05-21,533.809
Kunda,2026-05-21,684.59
Saramabila,2026-05-21,445.606
Kampene,2026-05-21,557.474
Nyemba,2026-05-21,476.87
Nyunzu,2026-05-21,641.06
Kabambare,2026-05-21,476.205
Pangi,2026-05-21,504.96
Kalima,2026-05-21,481.885
Yalimbongo,2026-05-21,1012.077
Aketi,2026-05-21,1059.645
Lolo,2026-05-21,1081.947
Yamongili,2026-05-21,1168.884
Abuzi,2026-05-21,1302.296
Yambuku,2026-05-21,1224.253
Wasolo,2026-05-21,1269.014
Bosondjo,2026-05-21,1229.988
Bumba,2026-05-21,1134.741
Mondombe,2026-05-21,1111.825
Djolu,2026-05-21,1161.106
Opienge,2026-05-21,511.066
Obokote,2026-05-21,377.894
Lowa,2026-05-21,565.904
Wanierukula,2026-05-21,613.268
Lubutu,2026-05-21,443.0
Kitenda,2026-05-21,2133.469
Kasongo Lunda,2026-05-21,2167.96
Popokabaka,2026-05-21,2231.292
Kimvula,2026-05-21,2302.244
Maluku 1,2026-05-21,2145.694
Kimpese,2026-05-21,2513.577
Nsona Mpangu,2026-05-21,2574.718
Kangu,2026-05-21,2795.493
Kuimba,2026-05-21,2847.62
Kinkonzi,2026-05-21,2777.928
Mangembo,2026-05-21,2557.79
Gombe Matadi,2026-05-21,2463.492
Massa,2026-05-21,2377.164
Bokonzi,2026-05-21,1704.207
Mawuya,2026-05-21,1726.05
Zongo,2026-05-21,1723.177
Libenge,2026-05-21,1679.283
Bili (Nord-Ubangi),2026-05-21,1607.369
Gbadolite,2026-05-21,1435.317
Mobayi Mbongo,2026-05-21,1364.943
Yakoma,2026-05-21,1256.938
Monga,2026-05-21,1171.658
Bondo,2026-05-21,1118.18
Bili (Bas-Uele),2026-05-21,961.269
Ango,2026-05-21,864.009
Opala,2026-05-21,980.665
Kahemba,2026-05-21,1913.469
Gungu,2026-05-21,1753.777
Kitangwa,2026-05-21,1605.831
Mukedi,2026-05-21,1599.789
Kongolo,2026-05-21,613.891
Mbulula,2026-05-21,698.73
Kabalo,2026-05-21,754.386
Bukama,2026-05-21,1552.22
Kabondo Dianda,2026-05-21,1113.493
Kabongo,2026-05-21,1049.515
Songa,2026-05-21,1131.019
Kayamba,2026-05-21,1071.129
Kitenge,2026-05-21,911.986
Ankoro,2026-05-21,1040.742
Mulongo,2026-05-21,914.949
Lwamba,2026-05-21,1000.437
Mukanga,2026-05-21,996.726
Malemba Nkulu,2026-05-21,1033.683
Kinda,2026-05-21,1474.495
Kamina,2026-05-21,1391.348
Kikwit Sud,2026-05-21,1776.556
Kenya,2026-05-21,1518.362
Kamalondo,2026-05-21,1505.127
Tshamilemba,2026-05-21,1488.954
Pweto,2026-05-21,916.771
Lukafu,2026-05-21,1318.415
Mufunga Sampwe,2026-05-21,1202.738
Kilwa,2026-05-21,1063.688
Kapolowe,2026-05-21,1405.015
Panda,2026-05-21,1418.137
Kashobwe,2026-05-21,1184.191
Kampemba,2026-05-21,1528.181
Ruashi,2026-05-21,1530.417
Bena Tshadi,2026-05-21,1324.849
Yangala,2026-05-21,1192.02
Ilebo,2026-05-21,1562.02
Luebo,2026-05-21,1358.21
Bena Leka,2026-05-21,1348.581
Muetshi,2026-05-21,1258.977
Tshikula,2026-05-21,1141.381
Dibaya,2026-05-21,1132.133
Kalomba,2026-05-21,1460.3
Tshibala,2026-05-21,1414.218
Mushenge,2026-05-21,1507.321
Bulape,2026-05-21,1484.208
Masuika,2026-05-21,1307.168
Luiza,2026-05-21,1249.377
Katoka,2026-05-21,1211.52
Ndesha,2026-05-21,1206.657
Tshikaji,2026-05-21,1203.582
Bilomba,2026-05-21,1302.069
Ndekesha,2026-05-21,1314.406
Bunkonde,2026-05-21,1186.223
Mikalayi,2026-05-21,1250.342
Luambo,2026-05-21,1481.075
Katende,2026-05-21,1161.302
Ndjoko Mpunda,2026-05-21,1425.432
Lubondaie,2026-05-21,1174.426
Kakenge,2026-05-21,1449.379
Rwampara,2026-05-21,33.084
Bunia,2026-05-21,30.602
Jiba,2026-05-21,96.34
Linga,2026-05-21,97.375
Mangala,2026-05-21,53.639
Damas,2026-05-21,62.702
Fataki,2026-05-21,61.153
Drodro,2026-05-21,42.876
Tchomia,2026-05-21,55.844
Rethy,2026-05-21,93.725
Nyankunde,2026-05-21,33.084
Nizi,2026-05-21,26.115
Bambu,2026-05-21,26.115
Kilo,2026-05-21,37.958
Mongbwalu,2026-05-21,61.266
Komanda,2026-05-21,67.587
Gety,2026-05-21,54.867
Boga,2026-05-21,90.232
Nia Nia,2026-05-21,262.259
Mandima,2026-05-21,133.556
Lolwa,2026-05-21,72.325
Lita,2026-05-21,26.948
Boma Mangbetu,2026-05-21,441.173
Isiro,2026-05-21,515.725
Wamba,2026-05-21,447.215
Doruma,2026-05-21,689.793
Pawa,2026-05-21,479.196
Niangara,2026-05-21,494.636
Rungu,2026-05-21,378.922
Mambasa,2026-05-21,178.857
Rimba,2026-05-21,106.14
Logo,2026-05-21,113.377
Angumu,2026-05-21,152.069
Nyarambe,2026-05-21,180.924
Mahagi,2026-05-21,139.974
Makoro,2026-05-21,191.587
Kambala,2026-05-21,97.447
Biringi,2026-05-21,129.044
Laybo,2026-05-21,253.452
Ariwara,2026-05-21,230.257
Adi,2026-05-21,285.818
Aru,2026-05-21,196.427
Adja,2026-05-21,192.736
Aungba,2026-05-21,153.012
Faradje,2026-05-21,326.52
Gombari,2026-05-21,288.325
Dungu,2026-05-21,416.104
Watsa,2026-05-21,168.911
Demba,2026-05-21,1268.433
Mutoto,2026-05-21,1210.09
Lubunga (Kasaï-Central),2026-05-21,1144.105
Kananga,2026-05-21,1205.625
Maluku 2,2026-05-21,2242.767
Nselo,2026-05-21,2479.35
Lomela,2026-05-21,994.837
Nioki,2026-05-21,2161.473
Bolobo,2026-05-21,2472.987
Mushie,2026-05-21,2328.741
Kwamouth,2026-05-21,2279.666
Mokala,2026-05-21,1930.53
Kisanji,2026-05-21,1788.91
Lukonga,2026-05-21,1198.533
Tunda,2026-05-21,759.036
Bosobolo,2026-05-21,1625.52
Businga,2026-05-21,1374.551
Boto,2026-05-21,1737.858
Lisala,2026-05-21,1326.598
Ndage,2026-05-21,1450.283
